underlying,underlying_last,type,expiration,quotedate,strike,last,change,bid,ask,volume,openinterest
AMC,33.43,put,09/17/2021,07/14/2021,49.00,20.71,3.51,21.25,21.65,5,409
AMC,33.43,call,09/17/2021,07/14/2021,49.00,5.64,-2.66,5.45,5.85,76,713
AMC,33.43,put,09/17/2021,07/14/2021,50.00,22.20,3.66,21.95,22.60,184,1436
AMC,33.43,call,09/17/2021,07/14/2021,50.00,5.47,-2.53,5.50,5.65,3347,5114
AMC,33.43,put,09/17/2021,07/14/2021,55.00,26.50,4.05,26.20,26.85,177,1540
AMC,33.43,call,09/17/2021,07/14/2021,55.00,4.70,-2.23,4.60,4.90,800,3661
AMC,33.43,put,09/17/2021,07/14/2021,60.00,30.90,4.05,30.60,31.30,93,3071
AMC,33.43,call,09/17/2021,07/14/2021,60.00,4.20,-1.70,4.00,4.30,844,9570
AMC,33.43,put,09/17/2021,07/14/2021,65.00,33.60,2.79,35.00,35.70,96,250
AMC,33.43,call,09/17/2021,07/14/2021,65.00,3.69,-1.66,3.55,3.80,572,2128
AMC,33.43,put,09/17/2021,07/14/2021,70.00,38.28,3.08,39.60,40.30,87,596
AMC,33.43,call,09/17/2021,07/14/2021,70.00,3.30,-1.45,3.20,3.40,968,4674
AMC,33.43,put,09/17/2021,07/14/2021,75.00,44.22,4.42,44.35,45.00,14,305
AMC,33.43,call,09/17/2021,07/14/2021,75.00,2.90,-1.15,2.93,3.10,516,1109
AMC,33.43,put,09/17/2021,07/14/2021,80.00,48.00,3.28,49.20,49.55,28,146
AMC,33.43,call,09/17/2021,07/14/2021,80.00,2.74,-1.11,2.66,2.79,807,2500
AMC,33.43,put,09/17/2021,07/14/2021,85.00,53.85,4.65,54.00,54.40,10,113
AMC,33.43,call,09/17/2021,07/14/2021,85.00,2.46,-1.09,2.46,2.59,231,1059
AMC,33.43,put,09/17/2021,07/14/2021,90.00,58.05,4.30,58.80,59.30,125,475
AMC,33.43,call,09/17/2021,07/14/2021,90.00,2.31,-0.94,2.25,2.40,216,1632
AMC,33.43,put,09/17/2021,07/14/2021,95.00,62.35,3.15,63.55,64.00,96,80
AMC,33.43,call,09/17/2021,07/14/2021,95.00,2.18,-0.73,2.10,2.25,426,1137
AMC,33.43,put,09/17/2021,07/14/2021,100.00,67.50,3.50,68.35,68.95,18,1059
